1,2.7666666666666666,15.616666666666667
2,4.033333333333333,18.683333333333334
3,5.316666666666666,14.55
3,6.45,17.583333333333332
3,8.466666666666667,15.7
3,12.466666666666667,14.75
3,12.45,10.983333333333333
3,9.483333333333333,10.583333333333334
2,9.833333333333334,12.9
1,11.266666666666667,14.016666666666667
1,3.0166666666666666,2.1
3,5.5,3.4833333333333334
3,6.3,1.6833333333333333
3,10.45,2.3333333333333335
3,6.366666666666666,6.566666666666666
3,3.933333333333333,11.033333333333333
1,3.3333333333333335,9.616666666666667
1,6.65,10.716666666666667
1,6.783333333333333,13.366666666666667
2,13.466666666666667,4.366666666666666
2,7.216666666666667,4.833333333333333
1,22.4,5.55
3,15.45,2.533333333333333
3,15.483333333333333,4.65
